장소,지역,주소,구분,위도,경도,전화번호,홈페이지,제한조건
향림근린공원,은평구,서울특별시 은평구 진관동 362,관광지,37.63044073,126.923581,02-351-8002,,없음
사비나미술관,은평구,서울특별시 은평구 진관동 9999-2,관광지,37.63012857,126.929276,02-736-4371,www.savinamuseum.com,없음
북촌문화센터,종로구,서울특별시 종로구 계동 105,관광지,37.57908833,126.986276,02-2133-1371,https://hanok.seoul.go.kr/front/kor/exp/expCenter.do?tab=1,소형
강아지대학로,종로구,서울특별시 종로구 동숭동 1-139,식당/카페,37.58009773,127.003684,,http://www.instagram.com/dogdaehak.ro_dogcafe,없음
이화마을,종로구,서울특별시 종로구 동숭동 199-10,관광지,37.57868429,127.005078,02-120,,없음
라쿤카페 꾸꾸네,종로구,서울특별시 종로구 명륜2가 38-3,식당/카페,37.58341822,127.000096,02-766-1245,,해당없음
카페무네,종로구,서울특별시 종로구 부암동 143-1,식당/카페,37.59729057,126.963544,02-6328-0258,https://www.instagram.com/cafe_mune/,없음
사직커피,종로구,서울특별시 종로구 사직동 303,식당/카페,37.5738226,126.965057,070-8845-3527,http://www.instagram.com/sazikcoffee,없음
청와대,종로구,서울특별시 종로구 세종로 1,관광지,37.58647569,126.974937,1522-7760,https://www.opencheongwadae.kr/intro-main/index#none,소형
종로구립 고희동미술관,종로구,서울특별시 종로구 원서동 16,관광지,37.58318551,126.988885,02-741-8424,https://www.jfac.or.kr/site/main/home,없음
2Cats,종로구,서울특별시 종로구 인사동 146,식당/카페,37.57182943,126.986787,02-722-7833,,없음
대림미술관,종로구,서울특별시 종로구 통의동 35-1,관광지,37.57750388,126.973364,02-720-0667,http://www.daelimmuseum.org/index.do,소형/중형
통인1939,종로구,서울특별시 종로구 통인동 147-5,숙소,37.57897275,126.970957,0507-1348-3282,https://blog.naver.com/tongin1939,소형
슬로우포레스트,종로구,서울특별시 종로구 팔판동 100-2,식당/카페,37.58281605,126.98078,070-7525-5600,https://www.instagram.com/_slowforest_/,없음
영인문학관,종로구,서울특별시 종로구 평창동 499-3,관광지,37.61189247,126.971758,02-379-3182,young-in.kr,없음
서울교육박물관,종로구,서울특별시 종로구 화동 2,관광지,37.58126545,126.98387,02-2011-5780,http://edumuseum.sen.go.kr,없음
카페 구할구 남산,중구,서울특별시 중구 남산동2가 24-13,식당/카페,37.55820982,126.987009,0507-1486-5953,https://instagram.com/cafe_guhalgu,없음
100코달리 와인바,중구,서울특별시 중구 신당동 292-152,식당/카페,37.56330525,127.016417,0507-1346-6774,http://instagram.com/100caudalie,없음
분카샤,중구,서울특별시 중구 을지로3가 302-24,식당/카페,37.56532931,126.992033,02-2269-6947,,없음
고양이놀이터 카페,중구,서울특별시 중구 충무로2가 66-4,식당/카페,37.56197788,126.985489,02-3789-2207,http://instagram.com/catplayground_,없음
남산골한옥마을,중구,서울특별시 중구 필동2가 84-1,관광지,37.55954227,126.994739,02-2261-0517,https://www.hanokmaeul.or.kr/,없음
남산공원,중구,서울특별시 중구 회현동1가,관광지,37.55558921,126.981204,02-3783-5900,http://seoulnamsan.alltheway.kr/,없음
중랑캠핑숲잔디광장,중랑구,서울특별시 중랑구 망우동 56,관광지,37.60686128,127.110697,02-435-7168,https://parks.seoul.go.kr/template/sub/JungnangCampGround.do,없음
용마랜드,중랑구,서울특별시 중랑구 망우동 산 69-1,관광지,37.59451469,127.10453,02-436-5800,https://cafe.naver.com/yongmaland/,없음
용마폭포공원,중랑구,서울특별시 중랑구 면목동 1382,관광지,37.57492985,127.088973,02-2094-2965,https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200599,없음
똥강아지카페,중랑구,서울특별시 중랑구 면목동 1502-2,식당/카페,37.57520556,127.088485,0507-1430-0722,http://www.instagram.com/tohari__i,없음
내친구고양이카페,중랑구,서울특별시 중랑구 면목동 617-3,식당/카페,37.57943288,127.087721,02-2209-7446,,없음
다시사랑받개,중랑구,서울특별시 중랑구 신내동 273-20,식당/카페,37.61897034,127.103604,02-6958-6225,http://www.saac.kr/,소형
충청남도산림박물관,,세종특별자치시 금남면 도남리 2-2,관광지,36.43769938,127.232743,041-635-7400,www.keumkang.go.kr,없음
국립조세박물관,,세종특별자치시 나성동 770,관광지,36.48507978,127.260306,044-204-4646,www.nts.go.kr/museum,실외만 반려동물 동반 가능
레인바우,,세종특별자치시 나성동 798,식당/카페,36.4896483,127.25785,1877-1707,http://www.rainbau.com,소형/중형
카페 재생,,세종특별자치시 연서면 고복리 197-5,식당/카페,36.60805082,127.255114,0507-1481-0104,https://www.instagram.com/playbackcoffee/,없음
레인바우 세종연서점,,세종특별자치시 연서면 와촌리 977-2,식당/카페,36.55695744,127.243524,044-1877-1707,http://www.rainbau.com,없음
바투,,세종특별자치시 장군면 산학리 17,식당/카페,36.47523278,127.236648,0507-1370-4043,,없음
인풀,,세종특별자치시 장군면 송학리 126-30,식당/카페,36.53299966,127.18839,0507-1386-0312,,없음
세종시립민속박물관,,세종특별자치시 전의면 금사리 113-1,관광지,36.60908191,127.170609,044-300-8831,https://www.sejong.go.kr/museum/index.do,없음
울산대학교박물관,남구,울산광역시 남구 무거동 665,관광지,35.54183712,129.257425,052-259-2635,http://museum.ulsan.ac.kr,없음
개린이세상,남구,울산광역시 남구 삼산동 227-1,식당/카페,35.54087333,129.344658,0507-1479-7177,,없음
선암호수공원,남구,울산광역시 남구 선암동 490-2,관광지,35.51656054,129.325495,052-226-4853,https://www.ulsannamgu.go.kr/seonamlp/main.do,없음
울산박물관,남구,울산광역시 남구 신정동 1888,관광지,35.52713607,129.308692,052-229-4766,www.ulsan.go.kr/museum,없음
울산대공원,남구,울산광역시 남구 옥동 146-1,관광지,35.53098415,129.293919,052-271-8818,http://www.uic.or.kr/ulsanpark/main/mainPage.do,없음
울산애견공원,남구,울산광역시 남구 옥동 848,관광지,35.53117648,129.271902,052-256-6389,https://band.us/band/79070235,없음
슬도등대,동구,울산광역시 동구 방어동 949,관광지,35.47813096,129.42937,052-209-3754,https://tour.ulsan.go.kr/kor/unit/attrctn/view.ulsan?mId=001002001000000000&unqId=17,없음
코코마또,북구,울산광역시 북구 무룡동 201-5,식당/카페,35.60805579,129.436529,0507-1442-8909,http://instagram.com/cocomatto1,없음
오뉴월펜션,북구,울산광역시 북구 신현동 352,숙소,35.59079848,129.43082,052-294-9798,http://www.ohnewwall.com,소형
울산암각화박물관,울주군,울산광역시 울주군 두동면 천전리 333-1,관광지,35.60806072,129.170554,052-229-4797,www.ulsan.go.kr/bangudae/index,없음
이너리트,울주군,울산광역시 울주군 삼남읍 교동리 914-3,식당/카페,35.55019011,129.115669,052-254-7677,https://www.instagram.com/inalit.cafe/,없음
멍숲,울주군,울산광역시 울주군 삼동면 조일리 493-4,식당/카페,35.49687297,129.114172,052-264-4580,https://www.instagram.com/passe_temps_foret/,없음
영남알프스,울주군,울산광역시 울주군 상북면,관광지,35.59053433,129.09129,052-204-2931,https://all.ulju.ulsan.kr/ynawc/,없음
리틀티가든,울주군,울산광역시 울주군 상북면 궁근정리 843-5,식당/카페,35.61778518,129.073884,052-211-6805,https://www.instagram.com/littleteagarden.official/,없음
울산 간절곶 등대펜션,울주군,울산광역시 울주군 서생면 나사리 458-6,숙소,35.353607,129.346331,052-238-1930,https://deungdaepensyeon.modoo.at/,소형
Cafe0732,울주군,울산광역시 울주군 서생면 대송리 25-10,식당/카페,35.35945547,129.359145,052-237-0732,http://www.instagram.com/cafe0732_official,없음
울산해양박물관,울주군,울산광역시 울주군 서생면 대송리 261,관광지,35.36165466,129.354696,052-239-6708,https://blog.naver.com/coralno1,없음
간절곶,울주군,울산광역시 울주군 서생면 대송리 28-1,관광지,35.35897306,129.360296,052-239-6313,https://www.lighthouse-museum.or.kr/,없음
개들랜드,울주군,울산광역시 울주군 서생면 용리 32-2,식당/카페,35.36273127,129.324224,052-237-0222,http://doglandkorea.com/,소형
바다독차지,울주군,울산광역시 울주군 서생면 진하리 2-24,식당/카페,35.3709915,129.353176,052-238-0519,https://blog.naver.com/popot0407,없음
울주민속박물관,울주군,울산광역시 울주군 온양읍 고산리 446-1,관광지,35.43641573,129.280951,052-204-0337,https://www.uljufolk.or.kr/,없음
울산옹기박물관,울주군,울산광역시 울주군 온양읍 고산리 501-18,관광지,35.43503641,129.279531,052-237-7894,onggi.ulju.ulsan.kr,없음
외솔최현배선생기념관,중구,울산광역시 중구 동동 613,관광지,35.57475583,129.347468,052-290-4828,http://www.junggu.ulsan.kr/oesol/,없음
펫빌리지,중구,울산광역시 중구 성남동 172-4,식당/카페,35.55510257,129.318595,052-256-5544,http://instagram.com/sunyoung1429,없음
야옹야옹캣카페,중구,울산광역시 중구 성남동 249-18,식당/카페,35.55396882,129.32133,052-947-2270,https://www.instagram.com/yaong_cat2270/,없음
약사동제방유적전시관,중구,울산광역시 중구 약사동 917-1,관광지,35.5762564,129.336972,052-229-4727,https://www.ulsan.go.kr/s/museum/main.ulsan,없음
태화강 국가정원십리대숲,중구,울산광역시 중구 태화동,관광지,35.55654214,129.304482,052-229-7583,https://www.ulsan.go.kr/s/garden/bbs/view.ulsan?bbsId=BBS_0000000000000165&mId=001002001000000000&dataId=27102,없음
태화강둔치,중구,울산광역시 중구 태화동 800,관광지,35.55152921,129.286037,052-290-4420,,없음
티카페620,부평구,인천  부평구 부평문화로71번길 28,식당/카페,,,070-7311-0620,www.instagram.com/teacafe_620,"안거나 케이지 이용, 매너벨트 착용"
더위크앤리조트,중구,인천  중구 용유서로 379,숙소,,,032-745-0000,www.theweekandresort.com,
성공회강화성당,강화,인천 강화군 강화읍 관청길27번길 10,관광지,,,032-934-6171,,없음
마리아하우스,강화,인천 강화군 강화읍 시리미로313번길 66,숙소,,,0507-1344-7636,,전화 문의 
강화풍물시장,강화,인천 강화군 강화읍 중앙로 17-9,관광지,,,032-934-1318,,없음
봉당,강화,인천 강화군 길상면 강화동로 23-16,식당/카페,,,032-937-7506,www.instagram.com/cafe_bongdang/,안거나 케이지 이용
앤드하리,강화,인천 강화군 길상면 동검길63번길 66,식당/카페,37.59101824,126.519164,0507-1348-9765,https://www.instagram.com/cafe_andhari,없음
강화캠핑파크,강화,인천 강화군 길상면 신촌로146번길 14-11,숙소,,,070-4147-1021,https://www.instagram.com/campingpark_kh,반려동물 동반시 문의 요망
마리원캠프,강화,인천 강화군 길상면 장흥로101번길 6,숙소,,,,http://mariwon.modoo.at/ ,15kg 이하
동문식당,강화,인천 강화군 길상면 전등사로77번길 45,식당/카페,,,032-937-5332,,없음
칠보식당,강화,인천 강화군 길상면 전등사로77번길 49,식당/카페,,,032-937-4545,,없음
삼랑성 시골밥상,강화,인천 강화군 길상면 전등사로77번길 7-26 ,식당/카페,,,032-937-5711,,없음
잘해줄게,강화,인천 강화군 길상면 해안남로 336-1,숙소,,,,http://blog.naver.com/choi_0625,
위플독 ,강화,인천 강화군 길상면 해안남로 368-18,숙소,,,,www.wpdog.modoo.at,없음
로맨틱큐브펜션,강화,인천 강화군 길상면 해안남로 664-11,숙소,,,,http://www.romanticcube.com,10kg 이하
외포리꽃게집,강화,인천 강화군 내가면 중앙로 1206,식당/카페,,,032-933-9395,www.wonzo7.com,반려동물 동반시 예약 필수
2번창고,강화,인천 강화군 불은면 강화동로 680,식당/카페,,,032-937-3634,nstagram.com/2beonchanggo,안거나 케이지 이용
바베큐캠프,강화,인천 강화군 불은면 덕진로227번길 49,식당/카페,,,032-937-9450,www.instagram.com/barbecue_camp_2003/ ,"반려동물 동반시 예약 필수, 목줄·가슴줄 필수"
멍숲 ,강화,인천 강화군 불은면 중앙로 576-2,관광지,,,,http://instagram.com/mungforest/ ,없음 운동장 외 리드줄 필수
삼보식당,강화,인천 강화군 삼산면 매음리 636,식당/카페,,,032-932-5177,,없음 
석모도풍차마을펜션,강화,인천 강화군 삼산면 삼산남로 630-18,숙소,,,,http://풍차마을.com/,"8kg 이하, 최대 2마리"
카페 순간의 순간,강화,인천 강화군 삼산면 삼산남로 990,식당/카페,,,032-933-6990,www.instagram.com/cafe_soonsoon,
전망좋은집,강화,인천 강화군 삼산면 삼산남로828번길 13,식당/카페,,,032-932-3137,,없음
펜션투유,강화,인천 강화군 삼산면 삼산북로 379-7,숙소,,,0507-0261-0039,http://toyoulove.modoo.at,반려동물 동반시 문의 요망
카페느긋,강화,인천 강화군 선원면 강화동로 859,식당/카페,,,,instagram.com/cafe_neugeut,
연미정 회전오리,강화,인천 강화군 선원면 고식이길 112-2,식당/카페,,,032-933-5295,,소형견
아리엘펜션,강화,인천 강화군 선원면 더리미길 33-39,숙소,,,032-933-9110,arielps.com,30kg 이하
농가의식탁,강화,인천 강화군 선원면 해안동로 1037-8,식당/카페,,,,www.instagram.com/mongga_house/,없음
리니스하우스,강화,인천 강화군 양도면 강화남로 1077-23,숙소,,,,https://m.blog.naver.com/lenishouse,제한없음
카페109하우스,강화,인천 강화군 양도면 해안서로 540,식당/카페,,,032-937-8109,109housecafe.modoo.at,
몬테 ,강화,인천 강화군 화도면 해안남로 1288-12,식당/카페,,,,https://blog.naver.com/petcafe_monte/ ,"맹견 등 입장 제한 견종, 5차 예방접종 필수"
동막해수욕장,강화,인천 강화군 화도면 해안남로 1481,관광지,37.59275121,126.458053,032-937-4445,,없음
놀러오시개펜션,강화,인천 강화군 화도면 해안남로 1938,숙소,,,,http://playdog.topbest.kr,전화 문의
로만티카애견리조트 ,강화,인천 강화군 화도면 해안남로 1986,숙소,,,,www.romantica2010.com,15kg 이하
향기정원펜션,강화,인천 강화군 화도면 해안남로 2166-41,숙소,,,,https://aromagarden.co.kr,"반려동물 동반시 문의 요망, 8kg 이하, 객실당 최대 2마리"
